,county,tract,under_5_count,5_to_17_count,18_to_24_count,broadband_percent
56404,Johnston County,40208,443,1027,296,88.35
56405,Johnston County,40209,375,1919,379,88.41
56406,Johnston County,40210,0,150,56,75.76
56407,Johnston County,40301,458,1239,412,57.86
56408,Johnston County,40303,112,574,338,51.19
56409,Johnston County,40304,57,462,123,73.1
56410,Johnston County,40400,279,931,210,57.82
56411,Johnston County,40501,378,998,439,57.01
56412,Johnston County,40502,134,516,47,67.65
56413,Johnston County,40600,270,940,282,54.13
56414,Johnston County,40700,185,588,331,62.73
56415,Johnston County,40800,128,539,240,76.38
56416,Johnston County,40903,613,1699,903,83.4
56417,Johnston County,40904,196,405,280,66.43
56418,Johnston County,40905,500,1210,673,68.66
56419,Johnston County,40906,127,94,156,83.01
56420,Johnston County,41001,749,2034,1175,68.92
56421,Johnston County,41003,218,492,291,78.47
56422,Johnston County,41004,35,489,135,47.9
56423,Johnston County,41005,92,717,343,72.36
56424,Johnston County,41104,301,852,560,56.66
56425,Johnston County,41105,227,358,283,69.99
56426,Johnston County,41106,189,1010,335,76.12
56427,Johnston County,41107,598,1395,646,84.9
56428,Johnston County,41108,248,918,490,91.55
56429,Johnston County,41109,71,327,279,71.3
56430,Johnston County,41110,221,598,114,88.98
56431,Johnston County,41111,62,687,186,67.53
56432,Johnston County,41112,605,1168,348,91.04
56433,Johnston County,41113,37,832,446,79.85
56434,Johnston County,41203,77,249,104,40.77
56435,Johnston County,41204,100,613,301,60.48
56436,Johnston County,41205,206,482,214,45.3
56437,Johnston County,41206,138,611,259,60.45
56438,Johnston County,41301,127,120,226,39.49
56439,Johnston County,41302,185,989,122,38.26
56440,Johnston County,41401,236,514,157,41.99
56441,Johnston County,41402,326,621,135,53.9
56442,Johnston County,41504,404,273,499,61.45
56443,Johnston County,41505,205,888,249,59.17
56444,Johnston County,41506,108,426,181,58.96
56445,Johnston County,41507,412,971,318,66.08
56446,Johnston County,41508,148,845,110,73.18
56447,Johnston County,41509,149,659,324,77.77
56448,Johnston County,41510,107,292,82,50.98
56449,Johnston County,41511,63,582,273,55.75
56450,Jones County,920100,180,454,276,54.83
56451,Jones County,920200,176,385,167,50.65
56452,Jones County,920300,67,494,208,45.04
56453,Lee County,30101,235,1020,396,69.11
56454,Lee County,30102,272,813,364,75.21
56455,Lee County,30200,291,771,249,47.99
56456,Lee County,30300,310,596,390,44.64
56457,Lee County,30401,509,769,325,64.26
56458,Lee County,30402,569,1430,574,62.51
56459,Lee County,30502,48,508,140,67.69
56460,Lee County,30504,469,508,385,65.59
56461,Lee County,30505,45,511,213,60.27
56462,Lee County,30506,145,396,175,70.15
56463,Lee County,30507,91,526,141,93.75
56464,Lee County,30601,206,603,241,86.98
56465,Lee County,30602,245,962,446,73.34
56466,Lee County,30702,231,1068,497,67.47
56467,Lee County,30703,23,265,73,88.32
56468,Lee County,30704,283,449,413,52.04
56469,Lenoir County,10100,197,414,223,42.52
56470,Lenoir County,10200,143,539,177,51.31
56471,Lenoir County,10300,200,247,265,31.86
56472,Lenoir County,10400,18,31,65,25.54
56473,Lenoir County,10500,328,804,346,47.61
56474,Lenoir County,10600,318,822,130,64.63
56475,Lenoir County,10700,33,188,69,39.79
56476,Lenoir County,10800,132,511,353,58.69
56477,Lenoir County,10900,51,772,364,58.92
56478,Lenoir County,11001,160,714,135,60.72
56479,Lenoir County,11002,163,788,271,51.23
56480,Lenoir County,11100,604,641,822,59.62
56481,Lenoir County,11201,110,377,188,44.51
56482,Lenoir County,11202,248,1137,167,48.78
56483,Lenoir County,11301,87,212,86,57.4
56484,Lenoir County,11302,145,842,307,60.72
56485,Lenoir County,11400,158,476,305,59.76
56486,Lincoln County,70100,507,880,249,67.33
56487,Lincoln County,70201,434,905,473,61.97
56488,Lincoln County,70202,106,560,199,82.49
56489,Lincoln County,70300,174,577,279,66.73
56490,Lincoln County,70400,331,746,360,63.04
56491,Lincoln County,70500,233,633,294,58.53
56492,Lincoln County,70600,112,762,429,62.63
56493,Lincoln County,70700,248,714,305,61.76
56494,Lincoln County,70800,256,776,434,66.75
56495,Lincoln County,70901,162,607,364,67.79
56496,Lincoln County,70902,189,1447,733,73.95
56497,Lincoln County,71001,345,889,358,69.57
56498,Lincoln County,71002,204,511,99,68.13
56499,Lincoln County,71101,339,842,304,81.66
56500,Lincoln County,71102,195,1317,375,89.43
56501,Lincoln County,71201,75,192,97,85.55
56502,Lincoln County,71202,162,413,57,86.6
56503,Lincoln County,71203,281,1004,431,89.06
56504,McDowell County,970101,440,209,133,61.34
56505,McDowell County,970102,179,763,195,54.77
56506,McDowell County,970200,197,637,259,62.12
56507,McDowell County,970300,146,583,225,72.69
56508,McDowell County,970400,54,363,264,51.46
56509,McDowell County,970500,214,345,323,62.15
56510,McDowell County,970600,104,752,323,66.4
56511,McDowell County,970700,214,511,209,57.98
56512,McDowell County,970800,183,443,147,36.46
56513,McDowell County,970902,155,780,97,44.88
56514,McDowell County,970903,200,898,499,50.97
56515,McDowell County,970904,199,398,310,35.9
56516,Macon County,970100,180,456,303,45.84
56517,Macon County,970200,291,805,135,56.32
56518,Macon County,970302,166,598,371,68.89
56519,Macon County,970303,75,247,169,60.41
56520,Macon County,970304,121,141,244,51.45
56521,Macon County,970400,225,457,347,61.43
56522,Macon County,970501,57,78,100,64.83
56523,Macon County,970502,71,132,25,58.96
56524,Macon County,970600,265,881,347,59.18
56525,Macon County,970700,200,1140,419,55.9
56526,Madison County,10100,97,436,201,48.5
56527,Madison County,10200,104,287,169,39.49
56528,Madison County,10400,55,177,96,29.83
56529,Madison County,10500,389,397,150,47.05
56530,Madison County,10601,108,245,542,68.68
56531,Madison County,10602,155,703,717,59.77
56532,Madison County,10700,61,653,139,55.86
56533,Martin County,970100,294,785,380,45.36
56534,Martin County,970200,105,510,279,66.58
56535,Martin County,970300,288,712,213,51.22
56536,Martin County,970400,62,191,60,42.97
56537,Martin County,970500,252,848,410,56.76
56538,Martin County,970600,162,363,219,56.39
56539,Mecklenburg County,101,0,5,336,100.0
56540,Mecklenburg County,102,0,78,469,89.3
56541,Mecklenburg County,103,86,15,601,92.24
56542,Mecklenburg County,104,0,0,45,89.61
56543,Mecklenburg County,301,7,0,26,95.32
56544,Mecklenburg County,302,43,31,71,71.11
56545,Mecklenburg County,401,46,8,457,84.41
56546,Mecklenburg County,402,11,0,951,94.37
56547,Mecklenburg County,501,0,5,785,91.99
56548,Mecklenburg County,502,120,157,390,89.49
56549,Mecklenburg County,503,0,0,211,59.65
56550,Mecklenburg County,600,193,281,243,76.77
56551,Mecklenburg County,700,0,47,132,77.46
56552,Mecklenburg County,800,218,471,140,76.62
56553,Mecklenburg County,900,131,89,242,76.09
56554,Mecklenburg County,1000,138,222,186,88.9
56555,Mecklenburg County,1100,188,403,230,78.54
56556,Mecklenburg County,1200,442,696,518,76.81
56557,Mecklenburg County,1300,40,506,319,68.84
56558,Mecklenburg County,1400,283,353,423,82.65
56559,Mecklenburg County,1504,719,946,400,61.54
56560,Mecklenburg County,1505,518,886,349,75.08
56561,Mecklenburg County,1507,513,1361,674,53.82
56562,Mecklenburg County,1508,561,1293,472,65.04
56563,Mecklenburg County,1509,123,1223,205,49.87
56564,Mecklenburg County,1510,158,405,359,61.85
56565,Mecklenburg County,1603,207,822,382,72.66
56566,Mecklenburg County,1605,84,236,53,66.97
56567,Mecklenburg County,1606,232,823,367,72.54
56568,Mecklenburg County,1607,396,512,105,56.59
56569,Mecklenburg County,1608,311,709,572,49.26
56570,Mecklenburg County,1609,178,664,298,69.19
56571,Mecklenburg County,1701,426,696,533,80.1
56572,Mecklenburg County,1702,761,1269,666,65.16
56573,Mecklenburg County,1801,78,141,40,73.94
56574,Mecklenburg County,1802,167,393,238,69.93
56575,Mecklenburg County,1910,599,877,536,73.24
56576,Mecklenburg County,1911,512,697,417,85.69
56577,Mecklenburg County,1914,481,553,728,60.43
56578,Mecklenburg County,1916,268,1023,495,89.56
56579,Mecklenburg County,1917,234,994,500,81.48
56580,Mecklenburg County,1918,425,532,381,69.65
56581,Mecklenburg County,1919,331,716,422,70.35
56582,Mecklenburg County,1920,561,1304,651,76.54
56583,Mecklenburg County,1921,140,579,303,81.89
56584,Mecklenburg County,1922,487,1047,555,69.74
56585,Mecklenburg County,1923,358,694,257,91.91
56586,Mecklenburg County,1924,173,470,249,54.59
56587,Mecklenburg County,1925,558,743,591,65.25
56588,Mecklenburg County,1926,66,569,255,70.83
56589,Mecklenburg County,1927,140,476,332,84.6
56590,Mecklenburg County,2004,488,1018,189,89.13
56591,Mecklenburg County,2005,65,430,66,87.74
56592,Mecklenburg County,2006,109,751,130,86.34
56593,Mecklenburg County,2007,72,289,26,65.73
56594,Mecklenburg County,2008,165,361,49,91.61
56595,Mecklenburg County,2100,408,325,63,77.23
56596,Mecklenburg County,2201,185,578,70,95.5
56597,Mecklenburg County,2202,107,428,368,90.7
56598,Mecklenburg County,2300,569,803,278,52.53
56599,Mecklenburg County,2400,127,258,288,92.71
56600,Mecklenburg County,2500,62,164,235,88.07
56601,Mecklenburg County,2600,47,129,90,83.91
56602,Mecklenburg County,2701,102,349,170,88.05
56603,Mecklenburg County,2702,378,1128,902,93.25
56604,Mecklenburg County,2800,267,764,107,93.42
56605,Mecklenburg County,2903,130,658,157,91.3
56606,Mecklenburg County,2905,154,752,174,89.47
56607,Mecklenburg County,2907,487,725,253,92.48
56608,Mecklenburg County,2908,165,566,125,84.24
56609,Mecklenburg County,2909,71,312,200,74.71
56610,Mecklenburg County,2910,143,337,98,82.23
56611,Mecklenburg County,3006,344,640,145,93.87
56612,Mecklenburg County,3008,365,1374,278,89.55
56613,Mecklenburg County,3012,372,775,148,75.49
56614,Mecklenburg County,3013,254,996,211,92.36
56615,Mecklenburg County,3015,352,890,383,93.69
56616,Mecklenburg County,3016,316,1118,186,88.05
56617,Mecklenburg County,3017,269,687,136,91.01
56618,Mecklenburg County,3018,91,367,139,92.13
56619,Mecklenburg County,3019,121,445,0,92.21
56620,Mecklenburg County,3020,195,970,130,88.97
56621,Mecklenburg County,3021,122,856,67,90.24
56622,Mecklenburg County,3022,322,986,76,87.22
56623,Mecklenburg County,3102,389,188,320,71.41
56624,Mecklenburg County,3105,356,356,162,91.84
56625,Mecklenburg County,3106,583,838,257,80.53
56626,Mecklenburg County,3108,328,680,475,71.66
56627,Mecklenburg County,3109,460,826,517,68.9
56628,Mecklenburg County,3110,105,136,193,94.72
56629,Mecklenburg County,3111,263,579,313,94.04
56630,Mecklenburg County,3201,157,307,275,81.15
56631,Mecklenburg County,3203,311,157,387,79.78
56632,Mecklenburg County,3204,206,318,208,86.33
56633,Mecklenburg County,3301,46,36,283,86.14
56634,Mecklenburg County,3302,262,193,104,83.95
56635,Mecklenburg County,3401,72,180,112,90.82
56636,Mecklenburg County,3402,312,571,226,96.51
56637,Mecklenburg County,3500,47,208,180,91.3
56638,Mecklenburg County,3600,254,243,456,73.93
56639,Mecklenburg County,3701,0,49,319,84.97
56640,Mecklenburg County,3702,153,386,339,70.09
56641,Mecklenburg County,3802,112,769,249,47.82
56642,Mecklenburg County,3805,243,378,596,83.7
56643,Mecklenburg County,3807,408,1098,313,70.42
56644,Mecklenburg County,3808,659,1362,666,51.0
56645,Mecklenburg County,3809,269,603,469,83.33
56646,Mecklenburg County,3810,343,975,198,73.77
56647,Mecklenburg County,3811,0,346,186,86.17
56648,Mecklenburg County,3902,379,1028,312,56.24
56649,Mecklenburg County,3903,344,480,94,38.48
56650,Mecklenburg County,4000,268,1004,327,57.86
56651,Mecklenburg County,4101,84,279,187,87.75
56652,Mecklenburg County,4102,168,280,646,88.93
56653,Mecklenburg County,4200,245,483,176,62.0
56654,Mecklenburg County,4302,269,1217,445,51.62
56655,Mecklenburg County,4303,109,212,199,69.87
56656,Mecklenburg County,4304,379,955,284,67.53
56657,Mecklenburg County,4306,171,678,91,66.26
56658,Mecklenburg County,4307,179,876,594,88.15
56659,Mecklenburg County,4400,285,646,275,59.99
56660,Mecklenburg County,4500,265,485,327,53.05
56661,Mecklenburg County,4600,134,322,149,47.81
56662,Mecklenburg County,4700,98,147,825,79.56
56663,Mecklenburg County,4800,148,324,251,34.1
56664,Mecklenburg County,4900,49,82,38,72.43
56665,Mecklenburg County,5000,143,505,146,71.63
56666,Mecklenburg County,5100,76,121,191,33.92
56667,Mecklenburg County,5200,23,155,229,62.31
56668,Mecklenburg County,5301,511,1162,277,58.46
56669,Mecklenburg County,5305,433,654,362,59.3
56670,Mecklenburg County,5306,97,419,150,48.08
56671,Mecklenburg County,5307,252,822,679,64.3
56672,Mecklenburg County,5308,289,580,137,47.25
56673,Mecklenburg County,5403,246,1469,756,69.62
56674,Mecklenburg County,5404,143,854,436,62.71
56675,Mecklenburg County,5405,11,818,131,83.78
56676,Mecklenburg County,5406,133,760,211,63.23
56677,Mecklenburg County,5508,230,666,326,80.24
56678,Mecklenburg County,5510,393,1873,637,76.14
56679,Mecklenburg County,5511,253,346,474,85.67
56680,Mecklenburg County,5512,334,1147,470,76.79
56681,Mecklenburg County,5513,287,613,574,87.93
56682,Mecklenburg County,5515,180,310,217,88.13
56683,Mecklenburg County,5516,155,415,247,85.91
56684,Mecklenburg County,5517,210,612,222,89.12
56685,Mecklenburg County,5519,417,1363,401,78.47
56686,Mecklenburg County,5520,263,948,395,83.69
56687,Mecklenburg County,5522,110,769,830,84.41
56688,Mecklenburg County,5525,126,812,418,72.78
56689,Mecklenburg County,5526,56,340,254,93.16
56690,Mecklenburg County,5527,241,400,244,87.94
56691,Mecklenburg County,5528,431,512,354,61.22
56692,Mecklenburg County,5529,115,278,106,85.75
56693,Mecklenburg County,5530,347,528,97,85.55
56694,Mecklenburg County,5531,303,1241,420,84.26
56695,Mecklenburg County,5532,152,371,297,87.52
56696,Mecklenburg County,5533,105,73,130,97.12
56697,Mecklenburg County,5534,358,502,1337,75.23
56698,Mecklenburg County,5535,374,647,295,66.52
56699,Mecklenburg County,5536,282,572,695,72.84
56700,Mecklenburg County,5604,11,34,4597,71.11
56701,Mecklenburg County,5609,90,142,1816,72.28
56702,Mecklenburg County,5610,178,283,217,72.3
56703,Mecklenburg County,5611,234,492,375,84.22
56704,Mecklenburg County,5612,401,927,828,78.22
56705,Mecklenburg County,5613,390,730,222,87.57
56706,Mecklenburg County,5615,99,492,259,80.95
56707,Mecklenburg County,5616,270,554,282,84.75
56708,Mecklenburg County,5617,114,484,127,85.41
56709,Mecklenburg County,5618,131,733,328,89.95
56710,Mecklenburg County,5619,491,766,516,77.01
56711,Mecklenburg County,5621,886,948,327,68.11
56712,Mecklenburg County,5622,226,298,267,60.89
56713,Mecklenburg County,5623,34,432,934,75.41
56714,Mecklenburg County,5624,254,178,215,73.38
56715,Mecklenburg County,5625,206,1138,959,83.84
56716,Mecklenburg County,5626,291,709,356,82.64
56717,Mecklenburg County,5627,594,2079,526,84.34
56718,Mecklenburg County,5709,221,469,453,90.53
56719,Mecklenburg County,5710,294,767,374,84.17
56720,Mecklenburg County,5712,280,529,217,84.65
56721,Mecklenburg County,5713,278,686,165,91.43
56722,Mecklenburg County,5714,380,905,371,91.56
56723,Mecklenburg County,5715,122,444,221,82.7
56724,Mecklenburg County,5716,203,1249,638,89.77
56725,Mecklenburg County,5718,36,685,220,96.32
56726,Mecklenburg County,5719,175,374,290,84.64
56727,Mecklenburg County,5720,116,228,100,90.45
56728,Mecklenburg County,5721,46,466,212,87.27
56729,Mecklenburg County,5722,187,260,226,84.61
56730,Mecklenburg County,5723,354,335,162,86.87
56731,Mecklenburg County,5811,209,654,346,86.58
56732,Mecklenburg County,5815,163,585,272,84.36
56733,Mecklenburg County,5816,226,690,242,91.28
56734,Mecklenburg County,5817,199,939,160,88.27
56735,Mecklenburg County,5824,541,1109,328,75.99
56736,Mecklenburg County,5826,187,488,196,82.61
56737,Mecklenburg County,5827,118,298,215,81.94
56738,Mecklenburg County,5828,113,638,183,93.34
56739,Mecklenburg County,5829,174,232,294,66.17
56740,Mecklenburg County,5830,230,544,193,90.28
56741,Mecklenburg County,5832,164,923,122,92.22
56742,Mecklenburg County,5833,233,807,396,79.87
56743,Mecklenburg County,5834,468,755,359,93.93
56744,Mecklenburg County,5835,197,505,126,85.14
56745,Mecklenburg County,5836,186,507,233,76.92
56746,Mecklenburg County,5839,166,341,135,85.34
56747,Mecklenburg County,5840,107,356,69,89.02
56748,Mecklenburg County,5843,195,717,190,86.57
56749,Mecklenburg County,5845,960,1464,77,83.13
56750,Mecklenburg County,5846,147,993,173,91.02
56751,Mecklenburg County,5847,320,1030,318,91.55
56752,Mecklenburg County,5848,153,1192,280,94.16
56753,Mecklenburg County,5849,139,603,186,81.35
56754,Mecklenburg County,5850,118,304,258,80.54
56755,Mecklenburg County,5851,352,932,398,91.89
56756,Mecklenburg County,5852,29,218,162,88.15
56757,Mecklenburg County,5853,19,316,402,84.52
56758,Mecklenburg County,5854,67,409,273,87.54
56759,Mecklenburg County,5855,329,1029,287,88.44
56760,Mecklenburg County,5856,128,522,131,91.56
56761,Mecklenburg County,5857,71,223,244,87.44
56762,Mecklenburg County,5858,331,1061,288,89.89
56763,Mecklenburg County,5859,83,508,123,91.12
56764,Mecklenburg County,5860,453,945,522,91.72
56765,Mecklenburg County,5861,343,299,23,89.99
56766,Mecklenburg County,5862,127,501,252,88.55
56767,Mecklenburg County,5863,290,954,90,83.67
56768,Mecklenburg County,5864,150,1194,257,99.4
56769,Mecklenburg County,5865,135,271,247,90.13
56770,Mecklenburg County,5866,280,376,465,84.89
56771,Mecklenburg County,5867,258,388,273,50.8
56772,Mecklenburg County,5868,171,758,110,78.52
56773,Mecklenburg County,5908,87,218,122,82.82
56774,Mecklenburg County,5910,640,1524,506,83.5
56775,Mecklenburg County,5913,508,881,489,78.71
56776,Mecklenburg County,5915,225,166,221,77.42
56777,Mecklenburg County,5916,155,513,247,66.09
56778,Mecklenburg County,5918,536,1174,280,85.79
56779,Mecklenburg County,5919,116,570,248,83.24
56780,Mecklenburg County,5920,340,317,219,76.63
56781,Mecklenburg County,5921,361,458,157,97.13
56782,Mecklenburg County,5922,303,923,161,94.4
56783,Mecklenburg County,5923,290,1268,277,93.99
56784,Mecklenburg County,5924,466,1187,947,87.85
56785,Mecklenburg County,5925,100,750,249,94.55
56786,Mecklenburg County,5926,501,1296,152,95.5
56787,Mecklenburg County,5927,933,866,702,83.1
56788,Mecklenburg County,5928,0,263,406,78.1
56789,Mecklenburg County,5929,206,810,401,86.76
56790,Mecklenburg County,5930,218,471,231,77.4
56791,Mecklenburg County,5931,257,418,488,85.14
56792,Mecklenburg County,5932,250,470,174,86.15
56793,Mecklenburg County,6005,255,629,211,73.67
56794,Mecklenburg County,6008,112,290,400,79.6
56795,Mecklenburg County,6009,290,648,238,79.63
56796,Mecklenburg County,6011,351,303,374,61.8
56797,Mecklenburg County,6012,349,769,656,79.31
56798,Mecklenburg County,6013,463,665,686,87.41
56799,Mecklenburg County,6014,172,751,195,90.62
56800,Mecklenburg County,6015,153,783,347,86.24
56801,Mecklenburg County,6016,104,542,449,82.69
56802,Mecklenburg County,6103,294,550,222,87.65
56803,Mecklenburg County,6105,215,545,90,68.88
56804,Mecklenburg County,6108,162,900,265,77.94
56805,Mecklenburg County,6109,129,529,537,58.87
56806,Mecklenburg County,6110,294,1083,215,81.4
56807,Mecklenburg County,6111,221,499,267,70.42
56808,Mecklenburg County,6112,213,361,381,84.6
56809,Mecklenburg County,6113,94,268,376,90.59
56810,Mecklenburg County,6114,196,414,256,69.99
56811,Mecklenburg County,6115,170,635,105,76.4
56812,Mecklenburg County,6208,128,807,245,86.45
56813,Mecklenburg County,6209,228,942,318,82.47
56814,Mecklenburg County,6210,325,804,121,90.54
56815,Mecklenburg County,6211,338,1517,386,95.41
56816,Mecklenburg County,6212,421,645,288,89.47
56817,Mecklenburg County,6214,278,786,223,85.61
56818,Mecklenburg County,6216,9,319,87,80.42
56819,Mecklenburg County,6217,130,479,74,85.98
56820,Mecklenburg County,6218,194,546,242,94.69
56821,Mecklenburg County,6219,62,561,209,97.21
56822,Mecklenburg County,6220,79,313,120,79.23
56823,Mecklenburg County,6221,446,665,39,93.77
56824,Mecklenburg County,6222,169,936,307,85.12
56825,Mecklenburg County,6223,131,697,58,75.85
56826,Mecklenburg County,6224,220,468,390,91.1
56827,Mecklenburg County,6305,210,989,366,89.06
56828,Mecklenburg County,6306,65,170,41,74.36
56829,Mecklenburg County,6307,376,918,231,84.15
56830,Mecklenburg County,6308,403,779,159,85.54
56831,Mecklenburg County,6309,64,372,81,73.83
56832,Mecklenburg County,6310,219,486,191,66.55
56833,Mecklenburg County,6311,241,964,276,89.45
56834,Mecklenburg County,6403,173,678,1893,85.22
56835,Mecklenburg County,6404,376,1754,293,95.14
56836,Mecklenburg County,6407,169,1205,266,91.76
56837,Mecklenburg County,6408,18,573,295,84.02
56838,Mecklenburg County,6409,39,539,136,90.8
56839,Mecklenburg County,6410,202,671,245,84.06
56840,Mecklenburg County,6411,65,811,134,72.06
56841,Mecklenburg County,980100,0,0,0,
56842,Mecklenburg County,980200,0,0,0,
56843,Mecklenburg County,980300,0,0,0,100.0
56844,Mitchell County,950100,64,248,145,50.1
56845,Mitchell County,950200,169,606,190,66.09
56846,Mitchell County,950300,149,532,540,68.57
56847,Mitchell County,950400,322,666,193,55.11
56848,Montgomery County,960101,141,190,66,75.69
56849,Montgomery County,960102,348,1823,670,47.94
56850,Montgomery County,960201,97,198,53,58.79
56851,Montgomery County,960202,213,409,416,43.16
56852,Montgomery County,960301,1,205,133,56.42
56853,Montgomery County,960302,15,345,31,59.86
56854,Montgomery County,960401,49,224,123,40.71
56855,Montgomery County,960402,160,145,52,41.19
56856,Montgomery County,960501,193,366,425,60.85
56857,Montgomery County,960502,127,426,186,30.55
56858,Moore County,950100,528,532,99,49.96
56859,Moore County,950201,216,739,498,56.6
56860,Moore County,950202,142,675,399,57.91
56861,Moore County,950303,0,76,0,91.67
56862,Moore County,950304,16,289,296,28.19
56863,Moore County,950305,77,535,265,72.37
56864,Moore County,950306,89,601,98,86.6
56865,Moore County,950402,227,642,464,60.11
56866,Moore County,950403,166,208,131,65.18
56867,Moore County,950404,86,239,251,70.03
56868,Moore County,950503,67,489,246,68.01
56869,Moore County,950504,313,666,70,69.18
56870,Moore County,950505,113,204,105,69.1
56871,Moore County,950506,497,1743,304,85.17
56872,Moore County,950507,314,904,310,64.29
56873,Moore County,950601,180,333,113,86.42
56874,Moore County,950603,354,471,202,73.69
56875,Moore County,950604,104,741,186,83.25
56876,Moore County,950702,30,406,56,81.07
56877,Moore County,950703,100,475,12,76.84
56878,Moore County,950704,122,198,262,76.25
56879,Moore County,950801,315,872,787,79.89
56880,Moore County,950802,225,493,192,77.97
56881,Moore County,950900,89,120,215,64.54
56882,Moore County,951001,79,539,118,86.51
56883,Moore County,951002,76,163,75,85.51
56884,Moore County,951101,163,486,267,86.54
56885,Moore County,951102,519,921,133,80.8
56886,Moore County,951200,628,787,205,74.43
56887,Nash County,10200,238,457,416,32.6
56888,Nash County,10301,104,679,43,54.67
56889,Nash County,10302,38,370,89,80.63
56890,Nash County,10400,103,540,342,56.77
56891,Nash County,10503,46,319,138,79.18
56892,Nash County,10504,197,408,461,77.23
56893,Nash County,10505,55,570,318,75.42
56894,Nash County,10506,309,731,338,89.14
56895,Nash County,10601,71,564,279,84.6
56896,Nash County,10603,79,318,932,64.3
56897,Nash County,10604,191,664,568,71.6
56898,Nash County,10700,188,448,202,54.98
56899,Nash County,10801,64,151,140,56.01
56900,Nash County,10802,194,751,202,75.31
56901,Nash County,10900,300,1154,324,58.01
56902,Nash County,11000,260,730,494,51.0
56903,Nash County,11101,537,941,861,82.32
56904,Nash County,11103,307,1211,207,64.5
56905,Nash County,11104,158,341,161,43.4
56906,Nash County,11201,374,777,69,71.24
56907,Nash County,11202,241,322,167,64.23
56908,Nash County,11300,262,1031,471,62.87
56909,Nash County,11400,383,635,511,50.09
56910,Nash County,11501,181,830,330,60.15
56911,Nash County,11502,442,664,250,52.75
56912,New Hanover County,10100,116,135,148,60.59
56913,New Hanover County,10200,186,361,169,81.05
56914,New Hanover County,10300,298,1334,714,68.62
56915,New Hanover County,10400,248,386,252,92.02
56916,New Hanover County,10501,54,400,1102,77.48
56917,New Hanover County,10503,59,59,66,74.58
56918,New Hanover County,10504,311,582,2353,66.15
56919,New Hanover County,10600,137,518,175,71.75
56920,New Hanover County,10700,195,650,403,56.9
56921,New Hanover County,10800,124,601,407,62.56
56922,New Hanover County,10900,91,240,404,87.87
56923,New Hanover County,11000,117,293,113,49.67
56924,New Hanover County,11100,237,513,177,63.86
56925,New Hanover County,11200,21,137,68,67.2
56926,New Hanover County,11300,51,95,128,60.71
56927,New Hanover County,11400,113,368,84,58.92
56928,New Hanover County,11501,0,0,1378,70.95
56929,New Hanover County,11502,23,130,4734,89.25
56930,New Hanover County,11503,192,835,361,62.44
56931,New Hanover County,11504,160,439,334,65.67
56932,New Hanover County,11605,320,678,460,78.16
56933,New Hanover County,11606,268,421,1056,81.25
56934,New Hanover County,11608,409,1004,862,87.21
56935,New Hanover County,11609,109,1203,804,70.87
56936,New Hanover County,11610,121,815,967,84.51
56937,New Hanover County,11611,303,772,595,80.53
56938,New Hanover County,11612,296,1034,396,96.73
56939,New Hanover County,11701,142,518,370,78.61
56940,New Hanover County,11703,118,649,273,90.99
56941,New Hanover County,11705,796,1300,547,91.28
56942,New Hanover County,11800,50,249,421,89.6
56943,New Hanover County,11904,106,286,219,84.51
56944,New Hanover County,11905,87,237,377,78.54
56945,New Hanover County,11906,0,173,954,80.28
56946,New Hanover County,12004,240,639,182,88.9
56947,New Hanover County,12006,239,488,484,85.33
56948,New Hanover County,12007,368,1032,478,85.65
56949,New Hanover County,12008,217,795,1082,84.53
56950,New Hanover County,12009,594,1475,396,78.25
56951,New Hanover County,12010,184,868,457,89.73
56952,New Hanover County,12011,382,709,383,70.1
56953,New Hanover County,12012,106,219,131,89.72
56954,New Hanover County,12103,342,851,284,88.0
56955,New Hanover County,12106,218,1211,399,74.1
56956,New Hanover County,12107,286,901,78,90.87
56957,New Hanover County,12108,51,299,256,77.8
56958,New Hanover County,12109,307,1033,133,93.39
56959,New Hanover County,12110,347,495,222,81.27
56960,New Hanover County,12111,253,427,521,90.61
56961,New Hanover County,12201,74,258,111,78.96
56962,New Hanover County,12202,183,318,323,81.28
56963,New Hanover County,12203,50,265,106,91.78
56964,New Hanover County,12300,391,1111,398,89.03
56965,New Hanover County,980100,0,0,0,
56966,New Hanover County,990100,0,0,0,
56967,Northampton County,920101,136,254,80,32.24
56968,Northampton County,920102,59,188,102,34.14
56969,Northampton County,920103,174,229,115,26.97
56970,Northampton County,920201,24,62,23,22.1
56971,Northampton County,920202,133,321,129,41.38
56972,Northampton County,920301,7,281,34,52.74
56973,Northampton County,920302,58,211,77,22.16
56974,Northampton County,920303,13,294,162,40.47
56975,Northampton County,920401,154,351,343,40.52
56976,Northampton County,920402,37,169,92,54.69
56977,Onslow County,103,451,809,818,74.21
56978,Onslow County,104,148,712,345,84.05
56979,Onslow County,105,405,1185,458,67.71
56980,Onslow County,203,655,1063,239,84.91
56981,Onslow County,204,668,1000,349,87.25
56982,Onslow County,205,592,1645,447,78.29
56983,Onslow County,206,261,506,386,85.71
56984,Onslow County,207,155,630,209,69.75
56985,Onslow County,303,293,711,180,76.72
56986,Onslow County,304,553,451,309,67.96
56987,Onslow County,305,243,472,153,80.34
56988,Onslow County,306,942,1317,1102,66.26
56989,Onslow County,401,845,1210,572,71.27
56990,Onslow County,403,2,78,67,80.47
56991,Onslow County,404,8,120,105,58.18
56992,Onslow County,405,609,1187,404,78.62
56993,Onslow County,500,0,32,1554,86.96
